"id","name","types","height","weight","abilities","egg_groups","stats","genus","description"
408,"Cranidos","[""rock""]",9.00,315.00,"[""sheer-force"", ""mold-breaker""]","[""monster""]","{""hp"": 67, ""speed"": 58, ""attack"": 125, ""defense"": 40, ""special-attack"": 30, ""special-defense"": 30}","Head Butt PokÃ©mon","In rock layers where Cranidos fossils are found,
the fossilized trunks of trees snapped in two
are also often found."
409,"Rampardos","[""rock""]",16.00,1025.00,"[""sheer-force"", ""mold-breaker""]","[""monster""]","{""hp"": 97, ""speed"": 58, ""attack"": 165, ""defense"": 60, ""special-attack"": 65, ""special-defense"": 50}","Head Butt PokÃ©mon","Records exist of a revived fossil that evolved
into Rampardos. It proceeded to escape and
then destroy a skyscraper with a headbutt."
410,"Shieldon","[""steel"", ""rock""]",5.00,570.00,"[""soundproof"", ""sturdy""]","[""monster""]","{""hp"": 30, ""speed"": 30, ""attack"": 42, ""defense"": 118, ""special-attack"": 42, ""special-defense"": 88}","Shield PokÃ©mon","This PokÃ©mon lived in primeval jungles. Few
enemies would have been willing to square off
against its heavily armored face, so itâ€™s thought."
411,"Bastiodon","[""steel"", ""rock""]",13.00,1495.00,"[""soundproof"", ""sturdy""]","[""monster""]","{""hp"": 60, ""speed"": 30, ""attack"": 52, ""defense"": 168, ""special-attack"": 47, ""special-defense"": 138}","Shield PokÃ©mon","It lived in the same environments as Rampardos.
Their fossils have been found togetherâ€”
seemingly from after theyâ€™d fought to the finish."
412,"Burmy","[""bug""]",2.00,34.00,"[""overcoat"", ""shed-skin""]","[""bug""]","{""hp"": 40, ""speed"": 36, ""attack"": 29, ""defense"": 45, ""special-attack"": 29, ""special-defense"": 45}","Bagworm PokÃ©mon","If its cloak is broken in battle, it quickly remakes
the cloak with materials nearby."
413,"Wormadam","[""grass"", ""bug""]",5.00,65.00,"[""overcoat"", ""anticipation""]","[""bug""]","{""hp"": 60, ""speed"": 36, ""attack"": 59, ""defense"": 85, ""special-attack"": 79, ""special-defense"": 105}","Bagworm PokÃ©mon","When Burmy evolved, its cloak became a part of
this PokÃ©monâ€™s body. The cloak is never shed."
414,"Mothim","[""flying"", ""bug""]",9.00,233.00,"[""tinted-lens"", ""swarm""]","[""bug""]","{""hp"": 70, ""speed"": 66, ""attack"": 94, ""defense"": 50, ""special-attack"": 94, ""special-defense"": 50}","Moth PokÃ©mon","It flutters around at night and steals honey from
the Combee hive."
415,"Combee","[""flying"", ""bug""]",3.00,55.00,"[""hustle"", ""honey-gather""]","[""bug""]","{""hp"": 30, ""speed"": 70, ""attack"": 30, ""defense"": 42, ""special-attack"": 30, ""special-defense"": 42}","Tiny Bee PokÃ©mon","It collects and delivers honey to its colony.
At night, they cluster to form a beehive and sleep."
416,"Vespiquen","[""flying"", ""bug""]",12.00,385.00,"[""unnerve"", ""pressure""]","[""bug""]","{""hp"": 70, ""speed"": 40, ""attack"": 80, ""defense"": 102, ""special-attack"": 80, ""special-defense"": 102}","Beehive PokÃ©mon","Its abdomen is a honeycomb for grubs. It raises its
grubs on honey collected by Combee."
417,"Pachirisu","[""electric""]",4.00,39.00,"[""volt-absorb"", ""pickup"", ""run-away""]","[""fairy"", ""ground""]","{""hp"": 60, ""speed"": 95, ""attack"": 45, ""defense"": 70, ""special-attack"": 45, ""special-defense"": 90}","EleSquirrel PokÃ©mon","A pair may be seen rubbing their cheek pouches
together in an effort to share stored electricity."
418,"Buizel","[""water""]",7.00,295.00,"[""water-veil"", ""swift-swim""]","[""ground"", ""water1""]","{""hp"": 55, ""speed"": 85, ""attack"": 65, ""defense"": 35, ""special-attack"": 60, ""special-defense"": 30}","Sea Weasel PokÃ©mon","It inflates the flotation sac around its neck and
pokes its head out of the water to see what is
going on."
419,"Floatzel","[""water""]",11.00,335.00,"[""water-veil"", ""swift-swim""]","[""ground"", ""water1""]","{""hp"": 85, ""speed"": 115, ""attack"": 105, ""defense"": 55, ""special-attack"": 85, ""special-defense"": 50}","Sea Weasel PokÃ©mon","Its flotation sac developed as a result of pursuing
aquatic prey. It can double as a rubber raft."
420,"Cherubi","[""grass""]",4.00,33.00,"[""chlorophyll""]","[""plant"", ""fairy""]","{""hp"": 45, ""speed"": 35, ""attack"": 35, ""defense"": 45, ""special-attack"": 62, ""special-defense"": 53}","Cherry PokÃ©mon","It evolves by sucking the energy out of the small
ball where it had been storing nutrients."
421,"Cherrim","[""grass""]",5.00,93.00,"[""flower-gift""]","[""plant"", ""fairy""]","{""hp"": 70, ""speed"": 85, ""attack"": 60, ""defense"": 70, ""special-attack"": 87, ""special-defense"": 78}","Blossom PokÃ©mon","If it senses strong sunlight, it opens its folded
petals to absorb the sunâ€™s rays with its whole body."
422,"Shellos","[""water""]",3.00,63.00,"[""sand-force"", ""storm-drain"", ""sticky-hold""]","[""indeterminate"", ""water1""]","{""hp"": 76, ""speed"": 34, ""attack"": 48, ""defense"": 48, ""special-attack"": 57, ""special-defense"": 62}","Sea Slug PokÃ©mon","Purple mucus sticks to the hands of anyone
who touches it. Take care, as the substance is
troublesome to wash off. "
423,"Gastrodon","[""ground"", ""water""]",9.00,299.00,"[""sand-force"", ""storm-drain"", ""sticky-hold""]","[""indeterminate"", ""water1""]","{""hp"": 111, ""speed"": 39, ""attack"": 83, ""defense"": 68, ""special-attack"": 92, ""special-defense"": 82}","Sea Slug PokÃ©mon","Plankton, invisible to the naked eye, is its main
food source. It comes onto the land periodically,
but the reason for this is not known."
424,"Ambipom","[""normal""]",12.00,203.00,"[""skill-link"", ""pickup"", ""technician""]","[""ground""]","{""hp"": 75, ""speed"": 115, ""attack"": 100, ""defense"": 66, ""special-attack"": 60, ""special-defense"": 66}","Long Tail PokÃ©mon","To eat, it deftly shucks nuts with its two tails.
It rarely uses its arms now."
425,"Drifloon","[""flying"", ""ghost""]",4.00,12.00,"[""flare-boost"", ""unburden"", ""aftermath""]","[""indeterminate""]","{""hp"": 90, ""speed"": 70, ""attack"": 50, ""defense"": 34, ""special-attack"": 60, ""special-defense"": 44}","Balloon PokÃ©mon","If for some reason its body bursts, its soul spills
out with a screaming sound."
426,"Drifblim","[""flying"", ""ghost""]",12.00,150.00,"[""flare-boost"", ""unburden"", ""aftermath""]","[""indeterminate""]","{""hp"": 150, ""speed"": 80, ""attack"": 80, ""defense"": 44, ""special-attack"": 90, ""special-defense"": 54}","Blimp PokÃ©mon","Even while under careful observation, large
flocks of Drifblim flying at dusk will inexplicably
disappear from view."
427,"Buneary","[""normal""]",4.00,55.00,"[""limber"", ""klutz"", ""run-away""]","[""humanshape"", ""ground""]","{""hp"": 55, ""speed"": 85, ""attack"": 66, ""defense"": 44, ""special-attack"": 44, ""special-defense"": 56}","Rabbit PokÃ©mon","When it senses danger, it perks up its ears.
On cold nights, it sleeps with its head tucked into
its fur."
428,"Lopunny","[""normal""]",12.00,333.00,"[""limber"", ""klutz"", ""cute-charm""]","[""humanshape"", ""ground""]","{""hp"": 65, ""speed"": 105, ""attack"": 76, ""defense"": 84, ""special-attack"": 54, ""special-defense"": 96}","Rabbit PokÃ©mon","The ears appear to be delicate. If they are touched
roughly, it kicks with its graceful legs."
429,"Mismagius","[""ghost""]",9.00,44.00,"[""levitate""]","[""indeterminate""]","{""hp"": 60, ""speed"": 105, ""attack"": 60, ""defense"": 60, ""special-attack"": 105, ""special-defense"": 105}","Magical PokÃ©mon","Mismagius have been known to cast spells to
make people fall in love, so some people search
for this PokÃ©mon as if their life depended on it."
430,"Honchkrow","[""flying"", ""dark""]",9.00,273.00,"[""moxie"", ""super-luck"", ""insomnia""]","[""flying""]","{""hp"": 100, ""speed"": 71, ""attack"": 125, ""defense"": 52, ""special-attack"": 105, ""special-defense"": 52}","Big Boss PokÃ©mon","If its Murkrow cronies fail to catch food for it,
or if it feels they have betrayed it, it will hunt
them down wherever they are and punish them."
431,"Glameow","[""normal""]",5.00,39.00,"[""keen-eye"", ""own-tempo"", ""limber""]","[""ground""]","{""hp"": 49, ""speed"": 85, ""attack"": 55, ""defense"": 42, ""special-attack"": 42, ""special-defense"": 37}","Catty PokÃ©mon","When itâ€™s happy, Glameow demonstrates beautiful
movements of its tail, like a dancing ribbon."
432,"Purugly","[""normal""]",10.00,438.00,"[""defiant"", ""own-tempo"", ""thick-fat""]","[""ground""]","{""hp"": 71, ""speed"": 112, ""attack"": 82, ""defense"": 64, ""special-attack"": 64, ""special-defense"": 59}","Tiger Cat PokÃ©mon","To make itself appear intimidatingly beefy, it tightly
cinches its waist with its twin tails."
433,"Chingling","[""psychic""]",2.00,6.00,"[""levitate""]","[""no-eggs""]","{""hp"": 45, ""speed"": 45, ""attack"": 30, ""defense"": 50, ""special-attack"": 65, ""special-defense"": 50}","Bell PokÃ©mon","There is an orb inside its mouth. When it hops,
the orb bounces all over and makes a
ringing sound."
434,"Stunky","[""dark"", ""poison""]",4.00,192.00,"[""keen-eye"", ""aftermath"", ""stench""]","[""ground""]","{""hp"": 63, ""speed"": 74, ""attack"": 63, ""defense"": 47, ""special-attack"": 41, ""special-defense"": 41}","Skunk PokÃ©mon","It protects itself by spraying a noxious fluid from its
rear. The stench lingers for 24 hours."
435,"Skuntank","[""dark"", ""poison""]",10.00,380.00,"[""keen-eye"", ""aftermath"", ""stench""]","[""ground""]","{""hp"": 103, ""speed"": 84, ""attack"": 93, ""defense"": 67, ""special-attack"": 71, ""special-defense"": 61}","Skunk PokÃ©mon","It sprays a stinky fluid from its tail. The fluid smells
worse the longer it is allowed to fester."
436,"Bronzor","[""psychic"", ""steel""]",5.00,605.00,"[""heavy-metal"", ""heatproof"", ""levitate""]","[""mineral""]","{""hp"": 57, ""speed"": 23, ""attack"": 24, ""defense"": 86, ""special-attack"": 24, ""special-defense"": 86}","Bronze PokÃ©mon","Implements shaped like it were discovered in
ancient tombs. It is unknown if they are related."
437,"Bronzong","[""psychic"", ""steel""]",13.00,1870.00,"[""heavy-metal"", ""heatproof"", ""levitate""]","[""mineral""]","{""hp"": 67, ""speed"": 33, ""attack"": 89, ""defense"": 116, ""special-attack"": 79, ""special-defense"": 116}","Bronze Bell PokÃ©mon","Ancient people believed that petitioning Bronzong
for rain was the way to make crops grow."
438,"Bonsly","[""rock""]",5.00,150.00,"[""rattled"", ""rock-head"", ""sturdy""]","[""no-eggs""]","{""hp"": 50, ""speed"": 10, ""attack"": 80, ""defense"": 95, ""special-attack"": 10, ""special-defense"": 45}","Bonsai PokÃ©mon","From its eyes, it can expel excess moisture from
its body. This liquid is similar in composition to
human sweat."
439,"Mime Jr.","[""fairy"", ""psychic""]",6.00,130.00,"[""technician"", ""filter"", ""soundproof""]","[""no-eggs""]","{""hp"": 20, ""speed"": 60, ""attack"": 25, ""defense"": 45, ""special-attack"": 70, ""special-defense"": 90}","Mime PokÃ©mon","It habitually mimics foes. Once mimicked, the foe
cannot take its eyes off this PokÃ©mon."
440,"Happiny","[""normal""]",6.00,244.00,"[""friend-guard"", ""serene-grace"", ""natural-cure""]","[""no-eggs""]","{""hp"": 100, ""speed"": 30, ""attack"": 5, ""defense"": 5, ""special-attack"": 15, ""special-defense"": 65}","Playhouse PokÃ©mon","Itâ€™s too small to lay eggs yet. As a surrogate,
it searches out round white stones."
441,"Chatot","[""flying"", ""normal""]",5.00,19.00,"[""big-pecks"", ""tangled-feet"", ""keen-eye""]","[""flying""]","{""hp"": 76, ""speed"": 91, ""attack"": 65, ""defense"": 45, ""special-attack"": 92, ""special-defense"": 42}","Music Note PokÃ©mon","It can learn and speak human words. If they gather,
they all learn the same saying."
442,"Spiritomb","[""dark"", ""ghost""]",10.00,1080.00,"[""infiltrator"", ""pressure""]","[""indeterminate""]","{""hp"": 50, ""speed"": 35, ""attack"": 92, ""defense"": 108, ""special-attack"": 92, ""special-defense"": 108}","Forbidden PokÃ©mon","It was bound to a fissure in an odd keystone as
punishment for misdeeds 500 years ago."
443,"Gible","[""ground"", ""dragon""]",7.00,205.00,"[""rough-skin"", ""sand-veil""]","[""dragon"", ""monster""]","{""hp"": 58, ""speed"": 42, ""attack"": 70, ""defense"": 45, ""special-attack"": 40, ""special-defense"": 45}","Land Shark PokÃ©mon","It skulks in caves, and when prey or an enemy
passes by, it leaps out and chomps them. The
force of its attack sometimes chips its teeth."
444,"Gabite","[""ground"", ""dragon""]",14.00,560.00,"[""rough-skin"", ""sand-veil""]","[""dragon"", ""monster""]","{""hp"": 68, ""speed"": 82, ""attack"": 90, ""defense"": 65, ""special-attack"": 50, ""special-defense"": 55}","Cave PokÃ©mon","Shiny objects are its passion. It can be found in
its cave, scarcely moving, its gaze fixed on the
jewels itâ€™s amassed or Carbink it has caught."
445,"Garchomp","[""ground"", ""dragon""]",19.00,950.00,"[""rough-skin"", ""sand-veil""]","[""dragon"", ""monster""]","{""hp"": 108, ""speed"": 102, ""attack"": 130, ""defense"": 95, ""special-attack"": 80, ""special-defense"": 85}","Mach PokÃ©mon","The protuberances on its head serve as
sensors. It can even detect distant prey."
446,"Munchlax","[""normal""]",6.00,1050.00,"[""gluttony"", ""thick-fat"", ""pickup""]","[""no-eggs""]","{""hp"": 135, ""speed"": 5, ""attack"": 85, ""defense"": 40, ""special-attack"": 40, ""special-defense"": 85}","Big Eater PokÃ©mon","When it finds something that looks like it might
be edible, it goes right ahead and swallows it
whole. Thatâ€™s why it gets fatter day by day."
447,"Riolu","[""fighting""]",7.00,202.00,"[""prankster"", ""inner-focus"", ""steadfast""]","[""no-eggs""]","{""hp"": 40, ""speed"": 60, ""attack"": 70, ""defense"": 40, ""special-attack"": 35, ""special-defense"": 40}","Emanation PokÃ©mon","Itâ€™s tough enough to run right through the night,
and itâ€™s also a hard worker, but itâ€™s still just
a youngster."
448,"Lucario","[""steel"", ""fighting""]",12.00,540.00,"[""justified"", ""inner-focus"", ""steadfast""]","[""humanshape"", ""ground""]","{""hp"": 70, ""speed"": 90, ""attack"": 110, ""defense"": 70, ""special-attack"": 115, ""special-defense"": 70}","Aura PokÃ©mon","They can detect the species of a living beingâ€”
and its emotionsâ€”from over half a mile away.
They control auras and hunt their prey in packs."
449,"Hippopotas","[""ground""]",8.00,495.00,"[""sand-force"", ""sand-stream""]","[""ground""]","{""hp"": 68, ""speed"": 32, ""attack"": 72, ""defense"": 78, ""special-attack"": 38, ""special-defense"": 42}","Hippo PokÃ©mon","It enshrouds itself with sand to protect itself from
germs. It does not enjoy getting wet."
450,"Hippowdon","[""ground""]",20.00,3000.00,"[""sand-force"", ""sand-stream""]","[""ground""]","{""hp"": 108, ""speed"": 47, ""attack"": 112, ""defense"": 118, ""special-attack"": 68, ""special-defense"": 72}","Heavyweight PokÃ©mon","It blasts internally stored sand from ports on its
body to create a towering twister for attack."
451,"Skorupi","[""bug"", ""poison""]",8.00,120.00,"[""keen-eye"", ""sniper"", ""battle-armor""]","[""water3"", ""bug""]","{""hp"": 40, ""speed"": 65, ""attack"": 50, ""defense"": 90, ""special-attack"": 30, ""special-defense"": 55}","Scorpion PokÃ©mon","It burrows under the sand to lie in wait for prey.
Its tail claws can inject its prey with a
savage poison."
452,"Drapion","[""dark"", ""poison""]",13.00,615.00,"[""keen-eye"", ""sniper"", ""battle-armor""]","[""water3"", ""bug""]","{""hp"": 70, ""speed"": 95, ""attack"": 90, ""defense"": 110, ""special-attack"": 60, ""special-defense"": 75}","Ogre Scorpion PokÃ©mon","It has the power in its clawed arms to make scrap
of a car. The tips of its claws release poison."
453,"Croagunk","[""fighting"", ""poison""]",7.00,230.00,"[""poison-touch"", ""dry-skin"", ""anticipation""]","[""humanshape""]","{""hp"": 48, ""speed"": 50, ""attack"": 61, ""defense"": 40, ""special-attack"": 61, ""special-defense"": 40}","Toxic Mouth PokÃ©mon","Inflating its poison sacs, it fills the area with an odd
sound and hits flinching opponents with a
poison jab."
454,"Toxicroak","[""fighting"", ""poison""]",13.00,444.00,"[""poison-touch"", ""dry-skin"", ""anticipation""]","[""humanshape""]","{""hp"": 83, ""speed"": 85, ""attack"": 106, ""defense"": 65, ""special-attack"": 86, ""special-defense"": 65}","Toxic Mouth PokÃ©mon","Its knuckle claws secrete a toxin so vile that even a
scratch could prove fatal."
455,"Carnivine","[""grass""]",14.00,270.00,"[""levitate""]","[""plant""]","{""hp"": 74, ""speed"": 46, ""attack"": 100, ""defense"": 72, ""special-attack"": 90, ""special-defense"": 72}","Bug Catcher PokÃ©mon","It binds itself to trees in marshes. It attracts prey
with its sweet-smelling drool and gulps them down."
456,"Finneon","[""water""]",4.00,70.00,"[""water-veil"", ""storm-drain"", ""swift-swim""]","[""water2""]","{""hp"": 49, ""speed"": 66, ""attack"": 49, ""defense"": 56, ""special-attack"": 49, ""special-defense"": 61}","Wing Fish PokÃ©mon","Its double tail fins propel its energetic jumps.
When it breaks the surface of the sea, Wingull
swoop down to grab it on the fly."
457,"Lumineon","[""water""]",12.00,240.00,"[""water-veil"", ""storm-drain"", ""swift-swim""]","[""water2""]","{""hp"": 69, ""speed"": 91, ""attack"": 69, ""defense"": 76, ""special-attack"": 69, ""special-defense"": 86}","Neon PokÃ©mon","This deep-sea PokÃ©mon lives at the bottom of
the sea. Its fins haul it over the seabed in
search of its favorite foodâ€”Starmie."
458,"Mantyke","[""flying"", ""water""]",10.00,650.00,"[""water-veil"", ""water-absorb"", ""swift-swim""]","[""no-eggs""]","{""hp"": 45, ""speed"": 50, ""attack"": 20, ""defense"": 50, ""special-attack"": 60, ""special-defense"": 120}","Kite PokÃ©mon","When it swims close to the surface of the ocean,
people aboard ships are able to observe the pattern
on its back."
459,"Snover","[""ice"", ""grass""]",10.00,505.00,"[""soundproof"", ""snow-warning""]","[""plant"", ""monster""]","{""hp"": 60, ""speed"": 40, ""attack"": 62, ""defense"": 50, ""special-attack"": 62, ""special-defense"": 60}","Frost Tree PokÃ©mon","In the spring, it grows berries with the texture of
frozen treats around its belly."
460,"Abomasnow","[""ice"", ""grass""]",22.00,1355.00,"[""soundproof"", ""snow-warning""]","[""plant"", ""monster""]","{""hp"": 90, ""speed"": 60, ""attack"": 92, ""defense"": 75, ""special-attack"": 92, ""special-defense"": 85}","Frost Tree PokÃ©mon","It lives a quiet life on mountains that are perpetually
covered in snow. It hides itself by whipping
up blizzards."
461,"Weavile","[""ice"", ""dark""]",11.00,340.00,"[""pickpocket"", ""pressure""]","[""ground""]","{""hp"": 70, ""speed"": 125, ""attack"": 120, ""defense"": 65, ""special-attack"": 45, ""special-defense"": 85}","Sharp Claw PokÃ©mon","They dwell in cold places. This PokÃ©monâ€™s main
food source in Alola is Vulpix and Sandshrew,
which they carefully divide among their group."
462,"Magnezone","[""steel"", ""electric""]",12.00,1800.00,"[""analytic"", ""sturdy"", ""magnet-pull""]","[""mineral""]","{""hp"": 70, ""speed"": 60, ""attack"": 70, ""defense"": 115, ""special-attack"": 130, ""special-defense"": 90}","Magnet Area PokÃ©mon","As it zooms through the sky, this PokÃ©mon
seems to be receiving signals of unknown origin,
while transmitting signals of unknown purpose."
463,"Lickilicky","[""normal""]",17.00,1400.00,"[""cloud-nine"", ""oblivious"", ""own-tempo""]","[""monster""]","{""hp"": 110, ""speed"": 50, ""attack"": 85, ""defense"": 95, ""special-attack"": 80, ""special-defense"": 95}","Licking PokÃ©mon","Their saliva contains lots of components that can
dissolve anything. The numbness caused by their
lick does not dissipate."
464,"Rhyperior","[""rock"", ""ground""]",24.00,2828.00,"[""reckless"", ""solid-rock"", ""lightning-rod""]","[""ground"", ""monster""]","{""hp"": 115, ""speed"": 40, ""attack"": 140, ""defense"": 130, ""special-attack"": 55, ""special-defense"": 55}","Drill PokÃ©mon","It puts rocks in holes in its palms and uses its
muscles to shoot them. Geodude are shot at
rare times."
465,"Tangrowth","[""grass""]",20.00,1286.00,"[""regenerator"", ""leaf-guard"", ""chlorophyll""]","[""plant""]","{""hp"": 100, ""speed"": 50, ""attack"": 100, ""defense"": 125, ""special-attack"": 110, ""special-defense"": 50}","Vine PokÃ©mon","Its vines grow so profusely that, in the warm
season, you canâ€™t even see its eyes."
466,"Electivire","[""electric""]",18.00,1386.00,"[""vital-spirit"", ""motor-drive""]","[""humanshape""]","{""hp"": 75, ""speed"": 95, ""attack"": 123, ""defense"": 67, ""special-attack"": 95, ""special-defense"": 85}","Thunderbolt PokÃ©mon","When it gets excited, it thumps its chest. With
every thud, thunder roars and electric sparks
shower all around."
467,"Magmortar","[""fire""]",16.00,680.00,"[""vital-spirit"", ""flame-body""]","[""humanshape""]","{""hp"": 75, ""speed"": 83, ""attack"": 95, ""defense"": 67, ""special-attack"": 125, ""special-defense"": 95}","Blast PokÃ©mon","From its arm, it launches fireballs hotter than
3,500 degrees Fahrenheit. Its arm starts to
melt when it fires a whole barrage."
468,"Togekiss","[""flying"", ""fairy""]",15.00,380.00,"[""super-luck"", ""serene-grace"", ""hustle""]","[""fairy"", ""flying""]","{""hp"": 85, ""speed"": 80, ""attack"": 50, ""defense"": 95, ""special-attack"": 120, ""special-defense"": 115}","Jubilee PokÃ©mon","It shares many blessings with people who respect
one anotherâ€™s rights and avoid needless strife."
469,"Yanmega","[""flying"", ""bug""]",19.00,515.00,"[""frisk"", ""tinted-lens"", ""speed-boost""]","[""bug""]","{""hp"": 86, ""speed"": 95, ""attack"": 76, ""defense"": 86, ""special-attack"": 116, ""special-defense"": 56}","Ogre Darner PokÃ©mon","This six-legged PokÃ©mon is easily capable of
transporting an adult in flight. The wings on its tail
help it stay balanced."
470,"Leafeon","[""grass""]",10.00,255.00,"[""chlorophyll"", ""leaf-guard""]","[""ground""]","{""hp"": 65, ""speed"": 95, ""attack"": 110, ""defense"": 130, ""special-attack"": 60, ""special-defense"": 65}","Verdant PokÃ©mon","The younger they are, the more they smell like
fresh grass. With age, their fragrance takes on
the odor of fallen leaves."
471,"Glaceon","[""ice""]",8.00,259.00,"[""ice-body"", ""snow-cloak""]","[""ground""]","{""hp"": 65, ""speed"": 65, ""attack"": 60, ""defense"": 110, ""special-attack"": 130, ""special-defense"": 95}","Fresh Snow PokÃ©mon","It freezes its fur into icicles, spiky and sharp,
and tackles its prey."
472,"Gliscor","[""flying"", ""ground""]",20.00,425.00,"[""poison-heal"", ""sand-veil"", ""hyper-cutter""]","[""bug""]","{""hp"": 75, ""speed"": 95, ""attack"": 95, ""defense"": 125, ""special-attack"": 45, ""special-defense"": 75}","Fang Scorpion PokÃ©mon","Its flight is soundless. It uses its lengthy tail to
carry off its prey... Then its elongated fangs do
the rest."
473,"Mamoswine","[""ground"", ""ice""]",25.00,2910.00,"[""thick-fat"", ""snow-cloak"", ""oblivious""]","[""ground""]","{""hp"": 110, ""speed"": 80, ""attack"": 130, ""defense"": 80, ""special-attack"": 70, ""special-defense"": 60}","Twin Tusk PokÃ©mon","Its impressive tusks are made of ice. The population
thinned when it turned warm after the ice age."
474,"Porygon-Z","[""normal""]",9.00,340.00,"[""analytic"", ""download"", ""adaptability""]","[""mineral""]","{""hp"": 85, ""speed"": 90, ""attack"": 80, ""defense"": 70, ""special-attack"": 135, ""special-defense"": 75}","Virtual PokÃ©mon","Its program was modified to facilitate
extra-dimensional activities, but that led to
noticeably strange behavior."
475,"Gallade","[""fighting"", ""psychic""]",16.00,520.00,"[""justified"", ""steadfast""]","[""indeterminate""]","{""hp"": 68, ""speed"": 80, ""attack"": 125, ""defense"": 65, ""special-attack"": 65, ""special-defense"": 115}","Blade PokÃ©mon","A master of courtesy and swordsmanship, it fights
using extending swords on its elbows."
476,"Probopass","[""steel"", ""rock""]",14.00,3400.00,"[""sand-force"", ""magnet-pull"", ""sturdy""]","[""mineral""]","{""hp"": 60, ""speed"": 40, ""attack"": 55, ""defense"": 145, ""special-attack"": 75, ""special-defense"": 150}","Compass PokÃ©mon","The main body controls three mobile units called
Mini-Noses, which it maneuvers to catch prey."
477,"Dusknoir","[""ghost""]",22.00,1066.00,"[""frisk"", ""pressure""]","[""indeterminate""]","{""hp"": 45, ""speed"": 45, ""attack"": 100, ""defense"": 135, ""special-attack"": 65, ""special-defense"": 135}","Gripper PokÃ©mon","The antenna on its head captures radio waves from
the world of spirits that command it to take
people there."
478,"Froslass","[""ghost"", ""ice""]",13.00,266.00,"[""cursed-body"", ""snow-cloak""]","[""mineral"", ""fairy""]","{""hp"": 70, ""speed"": 110, ""attack"": 80, ""defense"": 70, ""special-attack"": 80, ""special-defense"": 70}","Snow Land PokÃ©mon","The soul of a woman lost on a snowy mountain
possessed an icicle, becoming this PokÃ©mon.
The food it most relishes is the souls of men."
479,"Rotom","[""ghost"", ""electric""]",3.00,3.00,"[""levitate""]","[""indeterminate""]","{""hp"": 50, ""speed"": 91, ""attack"": 50, ""defense"": 77, ""special-attack"": 95, ""special-defense"": 77}","Plasma PokÃ©mon","Its body is composed of plasma. It is known to
infiltrate electronic devices and wreak havoc."
480,"Uxie","[""psychic""]",3.00,3.00,"[""levitate""]","[""no-eggs""]","{""hp"": 75, ""speed"": 95, ""attack"": 75, ""defense"": 130, ""special-attack"": 75, ""special-defense"": 130}","Knowledge PokÃ©mon","It is said that its emergence gave humans the
intelligence to improve their quality of life."
481,"Mesprit","[""psychic""]",3.00,3.00,"[""levitate""]","[""no-eggs""]","{""hp"": 80, ""speed"": 80, ""attack"": 105, ""defense"": 105, ""special-attack"": 105, ""special-defense"": 105}","Emotion PokÃ©mon","It sleeps at the bottom of a lake. Its spirit is said to
leave its body to fly on the lakeâ€™s surface."
482,"Azelf","[""psychic""]",3.00,3.00,"[""levitate""]","[""no-eggs""]","{""hp"": 75, ""speed"": 115, ""attack"": 125, ""defense"": 70, ""special-attack"": 125, ""special-defense"": 70}","Willpower PokÃ©mon","It is thought that Uxie, Mesprit, and Azelf all came
from the same egg."
483,"Dialga","[""dragon"", ""steel""]",54.00,6830.00,"[""telepathy"", ""pressure""]","[""no-eggs""]","{""hp"": 100, ""speed"": 90, ""attack"": 120, ""defense"": 120, ""special-attack"": 150, ""special-defense"": 100}","Temporal PokÃ©mon","It has the power to control time. It appears in
Sinnoh-region myths as an ancient deity."
484,"Palkia","[""dragon"", ""water""]",42.00,3360.00,"[""telepathy"", ""pressure""]","[""no-eggs""]","{""hp"": 90, ""speed"": 100, ""attack"": 120, ""defense"": 100, ""special-attack"": 150, ""special-defense"": 120}","Spatial PokÃ©mon","It has the ability to distort space. It is described as
a deity in Sinnoh-region mythology."
485,"Heatran","[""steel"", ""fire""]",17.00,4300.00,"[""flame-body"", ""flash-fire""]","[""no-eggs""]","{""hp"": 91, ""speed"": 77, ""attack"": 90, ""defense"": 106, ""special-attack"": 130, ""special-defense"": 106}","Lava Dome PokÃ©mon","Boiling blood, like magma, circulates through its
body. It makes its dwelling place in volcanic caves."
486,"Regigigas","[""normal""]",37.00,4200.00,"[""slow-start""]","[""no-eggs""]","{""hp"": 110, ""speed"": 100, ""attack"": 160, ""defense"": 110, ""special-attack"": 80, ""special-defense"": 110}","Colossal PokÃ©mon","There is an enduring legend that states this
PokÃ©mon towed continents with ropes."
487,"Giratina","[""dragon"", ""ghost""]",45.00,7500.00,"[""telepathy"", ""pressure""]","[""no-eggs""]","{""hp"": 150, ""speed"": 90, ""attack"": 100, ""defense"": 120, ""special-attack"": 100, ""special-defense"": 120}","Renegade PokÃ©mon","It was banished for its violence. It silently gazed
upon the old world from the Distortion World."
488,"Cresselia","[""psychic""]",15.00,856.00,"[""levitate""]","[""no-eggs""]","{""hp"": 120, ""speed"": 85, ""attack"": 70, ""defense"": 120, ""special-attack"": 75, ""special-defense"": 130}","Lunar PokÃ©mon","Those who sleep holding Cresseliaâ€™s feather are
assured of joyful dreams. It is said to represent
the crescent moon."
